transaction_id,order_date,store_id,product_id,quantity,unit_price_eur,discount_pct,revenue_eur,payment_method
TX000087,2024-12-22,ST007,PR0028,1,2.04,0.15,1.73,cash
TX000088,2024-01-04,ST007,PR0010,6,2.37,0.1,12.8,app
TX000089,2024-10-06,ST008,PR0029,10,5.68,0,56.8,pin
TX000090,2024-05-19,ST007,PR0016,7,6.0,0,42.0,pin
TX000091,2024-12-08,ST008,PR0024,7,6.9,0,48.3,pin
TX000092,2024-11-14,ST010,PR0001,9,4.23,0.1,34.26,app
TX000093,2024-12-05,ST007,PR0003,1,6.51,0.2,5.21,pin
TX000094,2024-08-24,ST007,PR0002,3,3.07,0,9.21,pin
TX000095,2024-04-18,ST007,PR0011,8,6.21,0,49.68,pin
TX000096,2024-08-03,ST008,PR0027,5,4.84,0,24.2,pin
TX000097,2024-10-03,ST002,PR0012,1,7.8,0,7.8,pin
TX000098,2024-01-16,ST010,PR0007,4,6.77,0,27.08,pin
TX000099,2024-05-02,ST002,PR0016,3,6.0,0.2,14.4,app
TX000100,2024-04-21,ST006,PR0023,8,1.96,0,15.68,pin
TX000101,2024-11-06,ST002,PR0024,10,6.9,0.2,55.2,pin
TX000102,2024-06-08,ST005,PR0019,2,2.67,0,5.34,app
TX000103,2024-12-12,ST004,PR0013,7,3.07,0.2,17.19,pin
TX000104,2024-10-30,ST005,PR0004,4,2.06,0.2,6.59,app
TX000105,2024-03-02,ST006,PR0026,10,2.59,0,25.9,app
TX000106,2024-08-07,ST006,PR0003,6,6.51,0.15,33.2,pin
TX000107,2024-08-03,ST006,PR0004,8,2.06,0.1,14.83,cash
TX000108,2024-12-28,ST009,PR0014,3,3.83,0,11.49,pin
TX000109,2024-11-11,ST008,PR0025,9,4.3,0.1,34.83,cash
TX000110,2024-10-30,ST002,PR0011,5,6.21,0,31.05,pin
TX000111,2024-08-18,ST010,PR0025,4,4.3,0.1,15.48,app
TX000112,2024-12-08,ST008,PR0011,7,6.21,0,43.47,pin
TX000113,2024-04-03,ST005,PR0007,8,6.77,0,54.16,pin
TX000114,2024-05-23,ST009,PR0023,10,1.96,0,19.6,pin
TX000115,2024-09-21,ST007,PR0003,4,6.51,0,26.04,cash
TX000116,2024-10-11,ST008,PR0023,4,1.96,0.1,7.06,cash
TX000117,2024-01-09,ST007,PR0010,2,2.37,0,4.74,pin
TX000118,2024-06-05,ST009,PR0012,10,7.8,0.1,70.2,app
TX000119,2024-06-25,ST006,PR0024,7,6.9,0.15,41.05,pin
TX000120,2024-12-25,ST005,PR0009,8,8.05,0,64.4,pin
TX000121,2024-03-02,ST009,PR0011,4,6.21,0,24.84,pin
TX000122,2024-04-08,ST005,PR0024,4,6.9,0.1,24.84,app
TX000123,2024-09-25,ST004,PR0010,10,2.37,0,23.7,pin
TX000124,2024-04-26,ST001,PR0006,6,7.74,0,46.44,app
TX000125,2024-03-05,ST009,PR0002,5,3.07,0,15.35,pin
TX000126,2024-12-23,ST002,PR0021,3,8.28,0.1,22.36,pin
TX000127,2024-10-20,ST008,PR0016,5,6.0,0.1,27.0,pin
TX000128,2024-04-04,ST002,PR0009,1,8.05,0.1,7.25,pin
TX000129,2024-07-24,ST001,PR0003,8,6.51,0.15,44.27,pin
TX000130,2024-03-17,ST004,PR0010,10,2.37,0,23.7,pin
TX000131,2024-10-12,ST010,PR0020,7,4.08,0.15,24.28,pin
TX000132,2024-09-24,ST005,PR0015,7,6.54,0.1,41.2,app
TX000133,2024-08-07,ST001,PR0019,5,2.67,0.15,11.35,app
TX000134,2024-02-20,ST005,PR0021,4,8.28,0,33.12,pin
TX000135,2024-03-21,ST002,PR0006,4,7.74,0.15,26.32,pin
TX000136,2024-01-02,ST010,PR0015,7,6.54,0.2,36.62,cash
TX000137,2024-05-29,ST005,PR0008,1,1.44,0,1.44,cash
TX000138,2024-02-06,ST010,PR0030,4,5.68,0,22.72,pin
TX000139,2024-08-05,ST003,PR0018,2,2.59,0,5.18,pin
TX000140,2024-03-13,ST005,PR0002,2,3.07,0,6.14,app
TX000141,2024-10-18,ST008,PR0015,5,6.54,0,32.7,pin
TX000142,2024-12-24,ST009,PR0009,7,8.05,0.15,47.9,cash
TX000143,2024-08-12,ST007,PR0020,2,4.08,0,8.16,pin
TX000144,2024-11-05,ST004,PR0001,5,4.23,0,21.15,app
TX000145,2024-10-27,ST005,PR0025,1,4.3,0.2,3.44,app
TX000146,2024-01-21,ST008,PR0016,3,6.0,0.15,15.3,pin
TX000147,2024-04-02,ST008,PR0014,10,3.83,0.2,30.64,pin
TX000148,2024-08-28,ST006,PR0014,6,3.83,0,22.98,pin
TX000149,2024-03-23,ST008,PR0014,6,3.83,0.2,18.38,pin
TX000150,2024-12-05,ST001,PR0027,7,4.84,0.15,28.8,cash
TX000151,2024-02-15,ST002,PR0009,6,8.05,0,48.3,cash
TX000152,2024-09-20,ST008,PR0022,1,6.16,0.15,5.24,cash
TX000153,2024-01-28,ST010,PR0017,4,4.58,0,18.32,cash
TX000154,2024-11-16,ST004,PR0025,8,4.3,0,34.4,pin
TX000155,2024-10-08,ST008,PR0030,3,5.68,0,17.04,cash
TX000156,2024-03-03,ST004,PR0021,1,8.28,0.15,7.04,pin
TX000157,2024-06-08,ST007,PR0001,9,4.23,0.15,32.36,pin
TX000158,2024-04-25,ST003,PR0015,2,6.54,0,13.08,cash
TX000159,2024-05-29,ST007,PR0023,9,1.96,0,17.64,cash
TX000160,2024-08-29,ST003,PR0015,4,6.54,0.15,22.24,cash
TX000161,2024-04-07,ST003,PR0017,10,4.58,0.2,36.64,pin
TX000162,2024-05-21,ST005,PR0011,7,6.21,0.15,36.95,pin
TX000163,2024-05-24,ST010,PR0027,5,4.84,0.15,20.57,cash
TX000164,2024-03-17,ST006,PR0018,8,2.59,0.1,18.65,pin
TX000165,2024-10-09,ST006,PR0013,9,3.07,0.1,24.87,pin
TX000166,2024-12-23,ST004,PR0019,4,2.67,0.1,9.61,cash
TX000167,2024-01-23,ST007,PR0024,6,6.9,0.1,37.26,cash
TX000168,2024-12-05,ST003,PR0016,3,6.0,0,18.0,app
TX000169,2024-10-29,ST008,PR0028,6,2.04,0,12.24,pin
TX000170,2024-09-26,ST003,PR0001,8,4.23,0.2,27.07,cash
TX000171,2024-12-01,ST005,PR0003,3,6.51,0.1,17.58,pin
TX000172,2024-11-15,ST006,PR0021,7,8.28,0,57.96,app
TX000173,2024-07-13,ST008,PR0021,6,8.28,0.2,39.74,app
TX000174,2024-01-19,ST005,PR0003,10,6.51,0,65.1,pin
TX000175,2024-02-16,ST002,PR0004,7,2.06,0.2,11.54,cash
TX000176,2024-03-26,ST001,PR0029,5,5.68,0,28.4,pin
TX000177,2024-01-29,ST007,PR0012,5,7.8,0,39.0,pin
TX000178,2024-05-05,ST003,PR0014,9,3.83,0.15,29.3,pin
TX000179,2024-03-30,ST010,PR0020,2,4.08,0.1,7.34,pin
TX000180,2024-09-11,ST008,PR0005,10,1.55,0,15.5,pin
TX000181,2024-08-23,ST008,PR0022,5,6.16,0,30.8,pin
TX000182,2024-12-12,ST008,PR0006,9,7.74,0,69.66,pin
TX000183,2024-10-27,ST005,PR0021,5,8.28,0.1,37.26,cash
TX000184,2024-06-03,ST002,PR0013,4,3.07,0.1,11.05,pin
TX000185,2024-07-14,ST005,PR0012,10,7.8,0.15,66.3,pin
TX000186,2024-01-12,ST010,PR0009,7,8.05,0,56.35,pin
TX000187,2024-11-06,ST004,PR0027,8,4.84,0,38.72,app
TX000188,2024-06-29,ST010,PR0021,4,8.28,0,33.12,pin
TX000189,2024-12-13,ST001,PR0021,3,8.28,0,24.84,pin
TX000190,2024-08-13,ST003,PR0019,1,2.67,0,2.67,pin
TX000191,2024-05-31,ST003,PR0024,6,6.9,0.1,37.26,pin
TX000192,2024-03-08,ST009,PR0029,9,5.68,0,51.12,app
TX000193,2024-05-19,ST005,PR0009,3,8.05,0.1,21.74,pin
TX000194,2024-02-28,ST004,PR0003,8,6.51,0,52.08,cash
TX000195,2024-10-12,ST001,PR0003,6,6.51,0.1,35.15,pin
TX000196,2024-10-01,ST005,PR0015,2,6.54,0,13.08,app
TX000197,2024-07-14,ST004,PR0004,6,2.06,0.2,9.89,cash
TX000198,2024-01-13,ST006,PR0029,10,5.68,0.15,48.28,app
TX000199,2024-04-23,ST005,PR0021,2,8.28,0.1,14.9,cash
TX000200,2024-02-29,ST005,PR0002,3,3.07,0,9.21,cash
TX000201,2024-02-29,ST003,PR0008,2,1.44,0.15,2.45,cash
TX000202,2024-08-20,ST009,PR0022,6,6.16,0.2,29.57,cash
TX000203,2024-10-27,ST002,PR0029,3,5.68,0.1,15.34,cash
TX000204,2024-11-11,ST006,PR0009,7,8.05,0,56.35,pin
TX000205,2024-08-15,ST002,PR0008,8,1.44,0,11.52,pin
TX000206,2024-10-05,ST005,PR0002,6,3.07,0.1,16.58,pin
TX000207,2024-03-03,ST004,PR0003,8,6.51,0.2,41.66,app
TX000208,2024-01-11,ST004,PR0026,1,2.59,0,2.59,pin
TX000209,2024-10-16,ST004,PR0003,4,6.51,0.15,22.13,app
TX000210,2024-04-20,ST010,PR0011,4,6.21,0,24.84,pin
TX000211,2024-05-21,ST005,PR0005,3,1.55,0.15,3.95,pin
TX000212,2024-02-26,ST006,PR0005,1,1.55,0,1.55,pin
TX000213,2024-10-28,ST005,PR0001,6,4.23,0,25.38,pin
TX000214,2024-03-05,ST002,PR0017,7,4.58,0,32.06,cash
TX000215,2024-08-17,ST002,PR0017,6,4.58,0.15,23.36,cash
TX000216,2024-09-14,ST009,PR0020,4,4.08,0,16.32,pin
TX000217,2024-08-22,ST007,PR0002,1,3.07,0.1,2.76,cash
TX000218,2024-12-17,ST008,PR0016,2,6.0,0.2,9.6,pin
TX000219,2024-02-11,ST002,PR0020,6,4.08,0,24.48,pin
TX000220,2024-05-20,ST009,PR0021,10,8.28,0.15,70.38,pin
TX000221,2024-07-14,ST008,PR0017,10,4.58,0,45.8,app
TX000222,2024-11-05,ST002,PR0004,7,2.06,0.2,11.54,app
TX000223,2024-04-20,ST007,PR0015,7,6.54,0,45.78,pin
TX000224,2024-08-20,ST002,PR0014,7,3.83,0.2,21.45,pin
TX000225,2024-08-06,ST006,PR0022,6,6.16,0,36.96,pin
TX000226,2024-12-17,ST002,PR0003,8,6.51,0,52.08,pin
TX000227,2024-08-09,ST006,PR0024,2,6.9,0.2,11.04,pin
TX000228,2024-10-11,ST009,PR0019,1,2.67,0.15,2.27,pin
TX000229,2024-12-09,ST007,PR0014,2,3.83,0,7.66,pin
TX000230,2024-05-27,ST002,PR0010,10,2.37,0,23.7,app
TX000231,2024-09-16,ST008,PR0005,4,1.55,0.2,4.96,pin
TX000232,2024-02-25,ST006,PR0028,6,2.04,0.15,10.4,pin
TX000233,2024-05-22,ST009,PR0008,10,1.44,0.1,12.96,app
TX000234,2024-11-10,ST005,PR0001,9,4.23,0.15,32.36,pin
TX000235,2024-04-02,ST006,PR0023,5,1.96,0,9.8,pin
TX000236,2024-01-04,ST010,PR0028,3,2.04,0,6.12,cash
TX000237,2024-02-05,ST001,PR0024,3,6.9,0.2,16.56,pin
TX000238,2024-09-28,ST008,PR0013,4,3.07,0.1,11.05,pin
TX000239,2024-03-21,ST006,PR0010,6,2.37,0.2,11.38,app
TX000240,2024-11-01,ST003,PR0029,2,5.68,0,11.36,pin
TX000241,2024-11-12,ST005,PR0022,1,6.16,0,6.16,cash
TX000242,2024-12-04,ST008,PR0016,7,6.0,0.15,35.7,cash
TX000243,2024-05-19,ST002,PR0025,4,4.3,0.15,14.62,pin
TX000244,2024-08-08,ST010,PR0010,2,2.37,0.2,3.79,cash
TX000245,2024-09-26,ST007,PR0002,5,3.07,0,15.35,app
TX000246,2024-01-29,ST004,PR0007,1,6.77,0,6.77,pin
TX000247,2024-05-10,ST001,PR0011,5,6.21,0,31.05,cash
TX000248,2024-08-08,ST009,PR0005,3,1.55,0.1,4.19,pin
TX000249,2024-09-13,ST006,PR0027,9,4.84,0.2,34.85,pin
TX000250,2024-07-22,ST008,PR0014,1,3.83,0,3.83,pin
TX000251,2024-06-09,ST007,PR0014,10,3.83,0.15,32.55,cash
TX000252,2024-05-28,ST006,PR0013,2,3.07,0,6.14,pin
TX000253,2024-11-12,ST006,PR0027,8,4.84,0.2,30.98,pin
TX000254,2024-08-11,ST010,PR0008,2,1.44,0.1,2.59,cash
TX000255,2024-09-25,ST006,PR0013,2,3.07,0,6.14,pin
TX000256,2024-06-19,ST002,PR0003,3,6.51,0.15,16.6,app
TX000257,2024-09-18,ST006,PR0029,4,5.68,0,22.72,pin
TX000258,2024-04-30,ST004,PR0005,2,1.55,0,3.1,pin
TX000259,2024-11-04,ST002,PR0025,3,4.3,0.2,10.32,pin
TX000260,2024-11-17,ST010,PR0015,8,6.54,0.15,44.47,cash
TX000261,2024-12-14,ST010,PR0021,10,8.28,0.2,66.24,pin
TX000262,2024-11-17,ST002,PR0005,6,1.55,0.1,8.37,cash
TX000263,2024-08-14,ST010,PR0026,5,2.59,0,12.95,pin
TX000264,2024-06-29,ST008,PR0003,9,6.51,0,58.59,cash
TX000265,2024-01-20,ST002,PR0012,1,7.8,0,7.8,pin
TX000266,2024-11-10,ST008,PR0017,10,4.58,0.1,41.22,app
TX000267,2024-10-10,ST004,PR0015,1,6.54,0.15,5.56,pin
TX000268,2024-11-05,ST001,PR0017,8,4.58,0,36.64,cash
TX000269,2024-02-22,ST009,PR0023,6,1.96,0,11.76,pin
TX000270,2024-01-21,ST008,PR0023,4,1.96,0.1,7.06,app
TX000271,2024-09-24,ST006,PR0006,10,7.74,0,77.4,pin
TX000272,2024-07-17,ST010,PR0025,7,4.3,0,30.1,pin
TX000273,2024-11-19,ST002,PR0003,6,6.51,0,39.06,app
TX000274,2024-12-13,ST010,PR0010,7,2.37,0,16.59,pin
TX000275,2024-06-19,ST003,PR0019,2,2.67,0.2,4.27,pin
TX000276,2024-06-07,ST002,PR0005,7,1.55,0.15,9.22,pin
TX000277,2024-10-13,ST003,PR0021,7,8.28,0,57.96,app
TX000278,2024-02-17,ST001,PR0017,7,4.58,0,32.06,pin
TX000279,2024-06-07,ST008,PR0007,3,6.77,0,20.31,pin
TX000280,2024-04-25,ST005,PR0005,3,1.55,0,4.65,pin
TX000281,2024-09-16,ST009,PR0027,9,4.84,0.2,34.85,pin
TX000282,2024-12-04,ST003,PR0029,6,5.68,0.15,28.97,app
TX000283,2024-07-11,ST010,PR0006,3,7.74,0,23.22,pin
TX000284,2024-08-12,ST004,PR0014,1,3.83,0,3.83,cash
TX000285,2024-11-08,ST008,PR0025,5,4.3,0.2,17.2,pin
TX000286,2024-09-30,ST004,PR0010,4,2.37,0.1,8.53,pin
TX000287,2024-12-13,ST005,PR0015,10,6.54,0.1,58.86,cash
TX000288,2024-09-14,ST004,PR0014,9,3.83,0,34.47,app
TX000289,2024-03-11,ST008,PR0002,5,3.07,0.2,12.28,pin
TX000290,2024-10-10,ST002,PR0023,2,1.96,0.15,3.33,pin
TX000291,2024-02-12,ST009,PR0009,3,8.05,0.1,21.74,pin
TX000292,2024-08-11,ST008,PR0030,2,5.68,0,11.36,pin
TX000293,2024-01-14,ST009,PR0002,7,3.07,0.1,19.34,pin
TX000294,2024-04-30,ST004,PR0003,7,6.51,0,45.57,pin
TX000295,2024-06-12,ST006,PR0027,2,4.84,0.2,7.74,pin
TX000296,2024-03-11,ST003,PR0010,1,2.37,0.1,2.13,cash
TX000297,2024-08-17,ST001,PR0001,10,4.23,0,42.3,pin
TX000298,2024-04-20,ST010,PR0018,3,2.59,0.2,6.22,app
TX000299,2024-08-04,ST004,PR0025,2,4.3,0,8.6,pin
TX000300,2024-03-03,ST010,PR0008,1,1.44,0.1,1.3,cash
TX000301,2024-02-02,ST010,PR0027,2,4.84,0.1,8.71,app
TX000302,2024-01-09,ST003,PR0019,9,2.67,0,24.03,pin
TX000303,2024-08-07,ST004,PR0020,1,4.08,0,4.08,app
TX000304,2024-08-01,ST002,PR0022,3,6.16,0.2,14.78,app
TX000305,2024-07-03,ST009,PR0017,2,4.58,0.15,7.79,app
TX000306,2024-10-10,ST001,PR0013,1,3.07,0.1,2.76,cash
TX000307,2024-07-10,ST006,PR0024,5,6.9,0,34.5,pin
TX000308,2024-06-25,ST002,PR0024,4,6.9,0.2,22.08,app
TX000309,2024-06-19,ST009,PR0002,3,3.07,0,9.21,pin
TX000310,2024-11-25,ST008,PR0027,3,4.84,0.2,11.62,cash
TX000311,2024-11-19,ST002,PR0026,3,2.59,0,7.77,cash
TX000312,2024-01-19,ST004,PR0007,5,6.77,0,33.85,pin
TX000313,2024-06-10,ST009,PR0017,5,4.58,0.1,20.61,cash
TX000314,2024-05-09,ST004,PR0025,1,4.3,0.2,3.44,pin
TX000315,2024-07-01,ST006,PR0028,1,2.04,0.2,1.63,pin
TX000316,2024-03-04,ST008,PR0014,6,3.83,0.1,20.68,cash
TX000317,2024-06-22,ST008,PR0016,3,6.0,0.2,14.4,pin
TX000318,2024-09-22,ST007,PR0026,5,2.59,0,12.95,pin
TX000319,2024-08-08,ST009,PR0027,10,4.84,0,48.4,pin
TX000320,2024-06-13,ST005,PR0003,2,6.51,0,13.02,pin
TX000321,2024-08-16,ST003,PR0023,10,1.96,0.1,17.64,cash
TX000322,2024-06-28,ST006,PR0002,8,3.07,0.2,19.65,app
TX000323,2024-08-10,ST002,PR0021,5,8.28,0,41.4,cash
TX000324,2024-07-05,ST003,PR0026,9,2.59,0.2,18.65,pin
TX000325,2024-03-14,ST001,PR0022,10,6.16,0.1,55.44,pin
TX000326,2024-02-04,ST006,PR0025,4,4.3,0.2,13.76,pin
TX000327,2024-07-15,ST003,PR0002,10,3.07,0.15,26.09,cash
TX000328,2024-07-08,ST010,PR0015,6,6.54,0,39.24,pin
TX000329,2024-09-28,ST005,PR0013,6,3.07,0,18.42,pin
TX000330,2024-02-28,ST008,PR0024,1,6.9,0,6.9,app
TX000331,2024-07-17,ST005,PR0004,9,2.06,0,18.54,cash
TX000332,2024-04-19,ST008,PR0010,10,2.37,0.2,18.96,pin
TX000333,2024-03-03,ST008,PR0028,3,2.04,0,6.12,pin
TX000334,2024-12-31,ST006,PR0003,8,6.51,0.2,41.66,pin
TX000335,2024-12-29,ST005,PR0018,2,2.59,0.15,4.4,pin
TX000336,2024-03-21,ST009,PR0026,3,2.59,0,7.77,pin
TX000337,2024-03-03,ST004,PR0026,4,2.59,0,10.36,cash
TX000338,2024-01-14,ST006,PR0018,6,2.59,0.15,13.21,cash
TX000339,2024-10-09,ST002,PR0020,3,4.08,0,12.24,pin
TX000340,2024-07-22,ST007,PR0017,8,4.58,0.1,32.98,app
TX000341,2024-02-07,ST002,PR0011,3,6.21,0.2,14.9,cash
TX000342,2024-08-26,ST009,PR0012,9,7.8,0,70.2,app
TX000343,2024-04-03,ST001,PR0014,3,3.83,0.15,9.77,pin
TX000344,2024-09-22,ST003,PR0010,3,2.37,0,7.11,pin
TX000345,2024-12-29,ST005,PR0012,4,7.8,0.15,26.52,pin
TX000346,2024-05-08,ST005,PR0021,4,8.28,0.15,28.15,pin
TX000347,2024-11-16,ST002,PR0020,5,4.08,0.15,17.34,app
TX000348,2024-11-24,ST003,PR0019,3,2.67,0.15,6.81,pin
TX000349,2024-12-03,ST006,PR0024,10,6.9,0.15,58.65,app
TX000350,2024-01-22,ST010,PR0003,1,6.51,0,6.51,pin
TX000351,2024-11-29,ST007,PR0025,4,4.3,0.15,14.62,app
TX000352,2024-11-23,ST009,PR0016,1,6.0,0.2,4.8,pin
TX000353,2024-11-24,ST007,PR0016,5,6.0,0,30.0,pin
TX000354,2024-08-20,ST003,PR0023,2,1.96,0,3.92,cash
TX000355,2024-07-31,ST006,PR0015,8,6.54,0,52.32,app
TX000356,2024-03-14,ST006,PR0028,6,2.04,0.2,9.79,pin
TX000357,2024-07-23,ST009,PR0025,3,4.3,0,12.9,app
TX000358,2024-02-24,ST002,PR0008,6,1.44,0.1,7.78,pin
TX000359,2024-08-18,ST001,PR0005,4,1.55,0,6.2,pin
TX000360,2024-07-15,ST003,PR0014,10,3.83,0,38.3,pin
TX000361,2024-10-22,ST008,PR0007,6,6.77,0,40.62,app
TX000362,2024-08-27,ST008,PR0029,8,5.68,0,45.44,pin
TX000363,2024-02-16,ST004,PR0017,7,4.58,0.1,28.85,pin
TX000364,2024-10-25,ST005,PR0002,6,3.07,0,18.42,cash
TX000365,2024-11-01,ST001,PR0010,8,2.37,0.15,16.12,pin
TX000366,2024-08-08,ST006,PR0029,3,5.68,0,17.04,cash
TX000367,2024-07-06,ST010,PR0013,1,3.07,0,3.07,app
TX000368,2024-04-09,ST002,PR0018,6,2.59,0,15.54,cash
TX000369,2024-09-15,ST005,PR0025,8,4.3,0.15,29.24,app
TX000370,2024-12-14,ST002,PR0004,10,2.06,0,20.6,cash
TX000371,2024-07-10,ST003,PR0018,6,2.59,0,15.54,pin
TX000372,2024-11-04,ST001,PR0013,9,3.07,0.15,23.49,pin
TX000373,2024-01-20,ST008,PR0023,3,1.96,0,5.88,app
TX000374,2024-08-21,ST003,PR0020,3,4.08,0.15,10.4,pin
TX000375,2024-11-09,ST010,PR0006,6,7.74,0.1,41.8,pin
TX000376,2024-10-30,ST009,PR0017,6,4.58,0.15,23.36,cash
TX000377,2024-12-28,ST001,PR0010,10,2.37,0.1,21.33,pin
